"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","na_prop","id","app_id","GOOD"
"17","2005","07","01","Friday",2400,"SC",45,1,"R",1,2056,960.1,2,2,21.61,0.165088444,0,11.59,7,66.625,1,1.65,"3",0,1,0.166666666666667,2,11,"1"
"18","2005","07","02","Saturday",0,"SO",22,0,"P",1.08,845,431.61,19.67,1.19,10.74,0,38.17,8.62,2.01,52.8480078125,1.02,2.63,"4",2.71999999999936,0,0.433333333333333,2,41,"0"
"19","2005","07","02","Saturday",0,"SO",16,0.58,"P",1.15,596.5,315.09,18.5,1.08,3,0,56.03,3,0.46,51.2734375,1.03,2.3,"5",3.10999999999932,0,0.366666666666667,2,29,"1"
"20","2005","07","02","Saturday",0,"SC",21,1,"P",1,3300,248,4,1,18,0.043059223,95,23,2,69.640625,1,3,"3",2970,1,0,2,30,"0"
"21","2005","07","02","Saturday",0,"SA",20,1,"P",1.09,950,309.75,13,2,22,0.083012587,39,20,1,74.921875,1,0,"3",0,1,0.0666666666666667,2,40,"0"
"22","2005","07","02","Saturday",420,"SO",21,1,"R",1.21,250,0,18,2,15,0.047378897,49.55,11,2.32,38.234375,1.01,2,"3",0,0,0.133333333333333,2,43,"0"
"23","2005","07","02","Saturday",1,"SO",19,2,"P",1,200,136.26,2,1,5,0.086232583,41.47,2,1,53.9921875,1.06,2.39,"3",0,0,0.133333333333333,1,-35,"0"
"24","2005","07","02","Saturday",1,"SO",21,1.1,"R",1.06,800.5,351.85,18.58,1.1,8.25,0,34.73,7.75,1.35,40.21875,1.02,2.75,"5",18.9799999999994,0,0.466666666666667,2,38,"1"
"25","2005","07","02","Saturday",700,"SN",21,1.04,"R",1,500,526,4,1.22,19.12,0.031742534,89.9,11.19,0,70.828125,1.31,2.05,"5",17.7899999999995,0,0.266666666666667,2,26,"0"
"26","2005","07","02","Saturday",500,"SL",25,1.08,"R",1.22,1177,621.5,19.2,1.37,10.05,0.084350414,103.0625,6.73,1.24,40.1796875,1.28,2.37,"5",40.2899999999995,0,0.433333333333333,1,-36,"0"
"27","2005","07","02","Saturday",0,"SD",20,1,"P",1.33,759,391.6,22,1,3,0.325250065,105.79,7.86,1.62,31.40625,2,0,"3",0,0,0.2,2,34,"0"
"28","2005","07","02","Saturday",0,"SO",19,1,"P",1,1063,427.56,6,3,14.94,0.031082119,0,0,3,66.28125,2,1,"3",0,2,0.1,1,-27,"0"
"29","2005","07","02","Saturday",0,"SO",22,3,"P",1.21,950,486.31,10,2,16,0.144333573,0,16,4,50.1796875,1,0,"3",2119,2,0.0666666666666667,2,37,"1"
"30","2005","07","02","Saturday",380,"SD",16,0.72,"P",1.32,864.5,468.26,19.04,1.28,11.74,0.856112704,143.5925,7.05,0.97,43.3046875,1.27,2.44,"5",18.1099999999995,0,0.433333333333333,1,-28,"0"
"31","2005","07","02","Saturday",0,"SE",30,0,"P",1.31,1157.5,791.34,13,3,21,1.03741033,60.56,12,3.39,56.625,1,1,"3",0,0,0.166666666666667,1,-42,"0"
"32","2005","07","02","Saturday",0,"SC",21,1,"P",1.29,1661.5,615.72,11,1.62,17,0.244124008,297,4,5,55.71875,1.12,4,"5",48.2099999999997,0,0.2,2,31,"0"
"33","2005","07","05","Tuesday",0,"SA",19,0,"P",1.2,1450,31,9,1.33,7,0,25,5,1,86.515625,1,2,"5",278.31,0,0.1,1,-60,"0"
"34","2005","07","05","Tuesday",0,"SA",20,2,"R",1.05,487.5,535.46,65,1,4,0.063900195,41.35,7.83,1.64,52.6953125,1.02,2.02,"3",0,0,0.266666666666667,1,-79,"0"
"35","2005","07","05","Tuesday",260,"SO",19,0.62,"P",1.07,719,259.87,18.88,1.14,8,0,32.29,10,1.165,44.4453125,1.02,2.21,"5",10.9699999999993,0,0.366666666666667,1,-83,"0"
"36","2005","07","05","Tuesday",0,"SA",24,0,"R",1.13,883,506.27,22,2,12.45,0.094695772,55.38,7.13,1,45.8359375,1,1.05,"2",0,1,0.233333333333333,1,-81,"0"
"37","2005","07","05","Tuesday",1000,"SE",22,1.53,"R",1.1,1068.5,543.06,20.51,1.25,9.72,0,23.1,6.64,1.88,51.32343261724,1.04,2.01,"4",49.7299999999996,0,0.466666666666667,2,65,"1"
"38","2005","07","05","Tuesday",1,"SF",22,0,"P",1.07,953,521.05,17,1.4,10,0.174824473,45,3,4,67.03125,1.06,2.23,"5",31.8199999999994,0,0.233333333333333,2,86,"1"
"39","2005","07","05","Tuesday",1,"SD",19,0,"P",1.09,818.5,555.83,17.85,1.15,4,0,55.68,9.68,1.48,75.859375,1.01,1.88,"5",44.0599999999995,0,0.366666666666667,1,-63,"0"
"40","2005","07","05","Tuesday",0,"SO",20,0,"P",1.26,471.5,299.45,19,1,14,0.057799896,110,6,1,47.03125,1,1,"3",0,0,0.1,1,-57,"0"
"41","2005","07","05","Tuesday",0,"SM",19,0,"P",1.08,300,265.52,15,1.28,27,0.04827386,51.92,12,3,77.671875,0.999999999999999,1.58,"5",27.9599999999995,0,0.233333333333333,1,-88,"0"
"42","2005","07","05","Tuesday",0,"SA",19,1,"P",1.03,282.5,160.08,13,1,12,0.02842301,40,3,2,58.296875,1.06,1.96,"3",0,0,0.166666666666667,2,80,"1"
"43","2005","07","05","Tuesday",1,"SF",20,1,"P",1.09,550,0,6,2,27,0.113545652,0,15,1,71.828125,1,1.4,"3",63,2,0.1,1,-55,"0"
"44","2005","07","05","Tuesday",0,"FT",22,1.19,"R",1.06,834.5,605.54,20.17,1.28,11.31,0.079172628,36.33,7.85,1.36,48.4138671875,1.02,2.35,"5",15.1399999999994,0,0.5,2,53,"0"
"45","2005","07","05","Tuesday",600,"SC",22,1.21,"P",1.19,816,550.01,19.82,1.38,11.7,0.045381153,85.83,9.06,2.43,23.234375,1,0,"5",151.71,0,0.366666666666667,1,-47,"0"
"46","2005","07","05","Tuesday",0,"SM",38,4,"H",1.26,950,1627.18,18,1,9.93,0,0,6.25,0,54.2159960938,1.05,1.83,"3",0,0,0.233333333333333,1,-90,"0"
"47","2005","07","05","Tuesday",0,"SL",19,1,"P",1,200,0,1,1,7,0.126737971,35.61,11,0,68.09375,1.05,2.22,"3",0,0,0.1,2,85,"0"
"48","2005","07","05","Tuesday",0,"SO",22,1,"P",1.23,150,0,14,1,30,0,61,12.09,3,48.7265625,1,1.09,"3",513,1,0.133333333333333,1,-89,"0"
"49","2005","07","05","Tuesday",1,"SO",18,0.45,"P",1.05,582,283.3,20.13,1.25,23,0.167880833,22.38,11,0,58.375,1.02,2.18,"5",70.1849999999999,0,0.333333333333333,2,62,"1"
"50","2005","07","05","Tuesday",0,"SO",20,0,"P",1.13,548.5,222.09,13,1,53,0,34,12,3,76.234375,1,0,"3",0,0,0.1,1,-51,"0"
"51","2005","07","05","Tuesday",140,"FT",17,0.72,"P",1.19,684,479.69,21.73,1.28,19.17,0,37.43,11.88,0.54,67.78125,1,1,"5",95.785,0,0.366666666666667,2,67,"1"
"52","2005","07","05","Tuesday",1,"SC",23,6,"R",1.26,1900,0,30,1,19.73,0.077688828,30.99,13.37,0,68.328125,1,0,"3",0,0,0.133333333333333,2,45,"1"
"53","2005","07","05","Tuesday",800,"SO",23,0,"P",6,1500,1248.34,5,13,76,0,243.07,17,5.36,70.03125,5,0,"3",1454,8,0.1,1,-82,"0"
"54","2005","07","05","Tuesday",0,"SO",23,4,"R",1.16,909,390.8,8,1.24,12.6,0,0,10.14,2,59.84375,1,3,"5",88.6799999999997,0,0.266666666666667,2,64,"1"
"55","2005","07","05","Tuesday",1,"SB",20,2,"P",1.23,701,422.65,36,1,18.35,0.160126752,82.11,12.12,1.99,75.828125,2,0,"3",0,0,0.233333333333333,1,-56,"0"
"56","2005","07","05","Tuesday",1,"SL",17,0.65,"R",1.09,737.5,362.38,18.17,1.16,10.12,0,31.89,7.16,0.6,30.25390625,1.03,2.43,"5",18.0799999999995,0,0.433333333333333,2,74,"1"
"57","2005","07","05","Tuesday",800,"SH",20,1.2,"P",1.1,50,296.79,15,1,11,0,1,11,2.09,47.0078125,1,0,"3",42,1,0.133333333333333,1,-44,"0"
"58","2005","07","05","Tuesday",0,"SG",20,2,"P",1,750,62,6,1,63,0.006573045,22.37,11,2.195,63.9296875,1,2,"3",354,1,0.0666666666666667,2,61,"1"
"59","2005","07","05","Tuesday",0,"SO",30,0.89,"P",1.21,950,682,14,1,37,0.052771707,35.61,24,11,78.921875,1.06,1.85,"3",0,0,0.166666666666667,2,70,"0"
"60","2005","07","06","Wednesday",1,"SL",22,0,"P",1.12,1500,0,19,1,93,0.1978847,27.87,19,6,49.640625,1.06,1.8,"3",0,0,0.133333333333333,2,106,"1"
"61","2005","07","06","Wednesday",0,"SD",21,0,"R",1.35,736.7,426.33,11,1.57,12.11,0.071086343,635,7.96,1.55,29.73828125,1,2,"5",72.79,0,0.266666666666667,2,94,"0"
"62","2005","07","06","Wednesday",1,"SD",29,1,"H",1.26,100,718.38,83,2,16.05,0.367760315,105.859,11.13,0,63.859375,1.23,2.03,"3",0,0,0.233333333333333,2,111,"0"
"63","2005","07","06","Wednesday",0,"SO",19,0.78,"P",1.1,502,409.93,20.11,1.24,4,0.124969634,67.72,9,2,72.109375,1.01,1.9,"5",18.9799999999993,0,0.333333333333333,1,-104,"0"
"64","2005","07","06","Wednesday",0,"SO",18,0.32,"P",1.12,578,347.4,25.07,1.08,8,0,41.58,12,0,64.421875,0.999999999999999,1.61,"5",5.82999999999932,0,0.333333333333333,2,114,"1"
"65","2005","07","06","Wednesday",500,"SO",21,1.1,"R",1.05,945,524.91,19.94,1.25,10.17,0.012171984,36.07,5.45,1.06,52.2890625,1.03,2.06,"5",8.29999999999947,0,0.433333333333333,1,-118,"0"
"66","2005","07","06","Wednesday",120,"SB",19,0.84,"P",1.25,696.7,565.57,9,2,57,0,72.755,13,1.1,34.359375,1,1.37,"1",0,1,0.233333333333333,1,-120,"0"
"67","2005","07","06","Wednesday",0,"SA",23,0,"R",1.09,806.5,543.48,22.24,1.17,12.35,0.103787895,41.45,7.14,1.4,53.7265625,1.01,1.87,"5",17.0199999999994,0,0.4,2,115,"0"
"68","2005","07","06","Wednesday",0,"SA",21,4,"P",1.23,950,1116,11,2,44,0.03876598,49.66,13,3.06,47.0859375,2,1,"3",1320,1,0.1,2,116,"0"
"69","2005","07","06","Wednesday",0,"SC",18,0,"P",1.14666666666667,100,181.576666666667,9,1,28,0.298273993,0,16,0,48.890625,1,3,"3",6,1,0.0666666666666667,1,-99,"0"
"70","2005","07","06","Wednesday",0,"SE",18,0.39,"P",1.28,753.5,517.13,29.28,1.48,10,0,117.06,18,0,86.953125,1.26,1.93,"5",16.0299999999995,0,0.333333333333333,1,-95,"0"
"71","2005","07","06","Wednesday",400,"SB",18,0.72,"P",1,523.5,254.26,1,1.28,5,0.095065985,0,4,0.59,35.953125,1,1,"5",21.0199999999999,0,0.2,1,-108,"0"
"72","2005","07","06","Wednesday",0,"SO",23,2,"P",1.12,553.5,319.93,26,1,6,0.075540484,33.72,1,2,66.71875,1,1,"3",0,0,0.133333333333333,1,-101,"0"
"73","2005","07","06","Wednesday",960,"SM",46,1.43,"R",1,950,805,3,3,2,0,85.615,5.82,0,43.2265625,2,1,"3",0,0,0.133333333333333,2,96,"1"
"74","2005","07","06","Wednesday",1,"SL",22,4,"R",1.13,350,0,16,1.3,17.78,0.087539523,36.31,10.73,2,48.28125,1.02,1.93,"5",162.29,0,0.266666666666667,2,92,"1"
"75","2005","07","06","Wednesday",0,"SB",19,1,"R",1.07,432,463.01,18.17,1.19,16.34,0.254084923,59.61,8.71,1.32,71.3125,1.02,2.05,"5",32.8099999999994,0,0.4,2,91,"0"
"76","2005","07","06","Wednesday",0,"SE",22,5,"P",2,3900,0,3,1,1,0.056773714,0,12,1,62.484375,3,1,"3",0,0,0,1,-102,"0"
"77","2005","07","06","Wednesday",0,"SO",18,0.5,"P",1.07,712.5,401.64,25.64,1.1,4,0.027053592,52.5,26,0.259999999999999,50.9765625,1.1,2.28,"5",11.0999999999994,0,0.366666666666667,2,110,"1"
"78","2005","07","06","Wednesday",0,"SA",20,0,"R",2,807,683.0425,3,3,15.88,0.615962487,237,8.32,1.69,45.1015625,3,0,"3",363,3,0.166666666666667,1,-93,"0"
"79","2005","07","06","Wednesday",0,"SO",16,0,"R",1.13,879,510.66,19.7,1.19,12.56,0.274550767,51.77,8.09,0.419999999999999,60.7109375,0.999999999999999,1.66,"5",20.6599999999994,0,0.4,1,-113,"0"
"80","2005","07","06","Wednesday",0,"SO",28,1,"R",1.18,865.5,992.66,27.79,1.3,12.81,0.338373236,54.71,6.78,1.79,65.84375,1,1,"5",75.21,0,0.333333333333333,2,117,"0"
"81","2005","07","06","Wednesday",1,"SL",19,1,"P",1.28,500,0,10,2,22,0.099442833,44,9,0,68.78125,2,0,"3",1150,2,0.0333333333333333,2,119,"1"
"82","2005","07","07","Thursday",0,"SA",20,1.05,"R",1.05,874.5,554.6,16.73,1.06,17.62,0,30.35,10.57,1.71,67.53125,1.04,2.5,"5",4.55999999999941,0,0.433333333333333,1,-144,"0"
"83","2005","07","07","Thursday",0,"SO",20,1,"P",1.48,622,426.22,20.11,1.48,15,0,101,2,1.98,9.8125,1,1,"5",129.77,0,0.266666666666667,2,147,"1"
"84","2005","07","07","Thursday",1,"SN",34,0,"R",1.41,4150,1686.29,13,1,9.2,0.142291978,91.3866666666667,8.4,7,21.40234375,1.2,1.88,"3",0,0,0.233333333333333,1,-154,"0"
"85","2005","07","07","Thursday",500,"SO",18,0.52,"P",1,319.5,206,5,1.25,13,0.10262367,40,10.01,0.43,26.87109375,1,2,"5",40.2099999999999,0,0.233333333333333,1,-138,"0"
"86","2005","07","07","Thursday",0,"FT",22,1.07,"R",1.1,1002,744.34,19.69,1.19,12.02,0.096788399,25.07,6.75,1.26,53.9399609375,1.01,2.59,"5",12.6599999999994,0,0.5,2,128,"1"
"87","2005","07","07","Thursday",0,"SO",19,1,"P",1.55,5436,3868.76,25.95,2.26,4,0,429.61,16,26,17.1328125,1.46,2.17,"5",321.07,0,0.3,2,129,"0"
"88","2005","07","07","Thursday",1,"SC",19,1,"P",1.17,2628,1425.67,24.28,1.91,10,0.378087482,55.32,11.48,10,28.35546875,1.1,4,"5",178.49,0,0.3,2,140,"0"
"89","2005","07","07","Thursday",0,"SB",22,3,"P",1,3450,1347.17,2,2,11,0.111979454,25,1,2,53.484375,1,1,"3",3809,2,0.0333333333333333,2,141,"0"
"90","2005","07","07","Thursday",560,"FT",18,0.7,"P",1.1,816,713.62,21.6133333333333,1.13,2,0.003489353,41.75,8.16666666666667,0,53.578125,1.06,2.1,"5",20.2999999999994,0,0.366666666666667,1,-153,"0"
"91","2005","07","07","Thursday",0,"SA",17,0,"P",1.1,899,590.09,21.09,1.2,37,0.033888234,37.86,12,0,73.25,0.999999999999999,1.84,"5",27.4499999999993,0,0.3,1,-156,"0"
"92","2005","07","07","Thursday",0,"SG",32,0,"R",1.22,757.5,673.31,25,1,12.29,0.08639102,165,9.32,1.79,48.390625,1,1,"3",0,0,0.233333333333333,1,-155,"0"
"93","2005","07","07","Thursday",1,"SH",21,4,"P",1.37,2400,343,16,2,3,0,97,2,1,71.40625,1,0,"3",2388,2,0.0333333333333333,1,-123,"0"
"94","2005","07","07","Thursday",0,"SA",23,4,"R",1.07,1043,993.48,22.45,1.35,12.76,0.106779598,20.77,5.45,1.98,54.7578125,1.01,2.37,"5",227.626,0,0.4,1,-150,"0"
"95","2005","07","07","Thursday",1,"SL",25,2,"R",1.11,1329,761.87,20.39,1.37,9.31,0,32.22,5.03,1.84,43.21875,1.03,2.18,"5",95.3899999999997,0,0.4,1,-139,"0"
"96","2005","07","07","Thursday",0,"SN",31,1,"R",2.05,200,772.49,12,3,19,0.687744049,151.16,11.4,3.19,20.9296875,3,1,"1",0,1,0.166666666666667,1,-133,"0"
"97","2005","07","07","Thursday",1,"SO",29,1.05,"R",1.1,1078.33333333333,812.23,14.36,1.14,9.15,0.209901922,17.79,5.8,1.22,60.078125,1.07,2.67,"5",24.9699999999994,0,0.433333333333333,2,135,"1"
"98","2005","07","07","Thursday",820,"SO",32,1.01,"R",1.18,1700,124,7,1,11.32,0.181158869,0,9.64,1.86,54.754609375,1.07,3,"3",0,0,0.233333333333333,1,-124,"0"
"99","2005","07","07","Thursday",0,"SF",21,1,"P",2,1306.5,574.17,5,2,24,0.263958697,0,19,3,43.3046875,3,0,"3",604,2,0.0666666666666667,1,-142,"0"
"100","2005","07","07","Thursday",1,"SD",18,0.62,"P",1.09,815.5,553.82,19.42,1.19,53,0.024618474,49.27,15,2,55.578125,1.02,2.24,"5",6.00999999999943,0,0.333333333333333,2,131,"1"
"101","2005","07","07","Thursday",1,"SB",21,0,"P",1,500,496,1,1.685,7,0,50,15,5,63.2265625,2,0,"5",129.42,0,0.0666666666666667,1,-145,"0"
"102","2005","07","07","Thursday",0,"SO",23,1,"P",1.1,745.5,471.51,22.33,1.18,13,0.032595161,29.83,10.43,2.08,40.953125,1.03,2.61,"5",15.7799999999995,0,0.366666666666667,2,143,"0"
"103","2005","07","07","Thursday",1,"SC",17,0,"P",1.19,2380.5,1436.21,29.56,1.55,23.34,0,43.39,15.59,11,60.0546875,1.03,2.37,"5",106.68,0,0.366666666666667,1,-130,"0"
"104","2005","07","07","Thursday",0,"SA",19,0,"P",1.18333333333333,150,294.28,9,2,23,0.098250776,60.73,7,3,83.9375,1,1,"3",0,1,0.1,2,151,"1"
"105","2005","07","07","Thursday",0,"SA",18,0,"P",1,601,311.63,2,3,59,0.063940404,43.82,12,0,48.0234375,1,1.35,"3",0,2,0.133333333333333,1,-148,"0"
"106","2005","07","08","Friday",1,"SB",20,0.86,"P",1.13,1619.5,922.5,20.91,1.62,7,0.065083901,49.16,15,15,64.1875,1,1.76,"5",134.27,0,0.333333333333333,2,162,"1"
"107","2005","07","08","Friday",0,"SM",31,2,"H",1.13,1450,402,10,1.49,1,0,0,7.8,4.2,83.265625,1,1,"5",530.68,0,0.166666666666667,1,-164,"0"
"108","2005","07","08","Friday",1,"SK",18,0.28,"P",1.09,881,415.31,33,1,8,0,38.82,27,0,46.3359375,1.05,2.25,"3",0,0,0.233333333333333,1,-178,"0"
"109","2005","07","08","Friday",0,"SM",40,1,"H",1.38,39100,3596,10,1,12.73,0.034630702,0,8.21,7,48.53125,1,4,"3",1246,1,0.1,1,-193,"0"
"110","2005","07","08","Friday",1,"SO",18,0,"P",1.12,533,442.15,23.31,1.28,20.05,0,31.71,12.09,0,82.015625,1,0,"5",34.4299999999999,0,0.3,1,-165,"0"
"111","2005","07","08","Friday",0,"SC",36,1,"H",1.22,4700,124,17,1.6,18.94,0.027851643,22.18,11.975,1,80.25,1.06,1.83,"5",342.29,0,0.266666666666667,2,180,"1"
"112","2005","07","08","Friday",0,"SC",20,2,"P",1.1,939,587.96,25.98,1.2,3,0,37.02,26,2,70.1875,1.08,1.99,"5",103.4,0,0.3,1,-195,"0"
"113","2005","07","08","Friday",200,"SB",18,0.38,"P",1.21,535.5,325.63,20.35,1.22,7,0.044353992,34.905,22,0,31.1640625,1,0,"5",51.75,0,0.266666666666667,1,-168,"0"
"114","2005","07","08","Friday",0,"SA",30,0,"R",1.1,1382.5,1049.59,22.69,1.59,7.84,0,32.18,4.74,2.95,47.08375,1.03,1.97,"5",163.19,0,0.433333333333333,2,160,"0"
"115","2005","07","08","Friday",2,"SC",20,1,"P",1,750,0,2,1,13,0.203831313,271,1,0,72.171875,1,0,"3",0,0,0,2,191,"0"
"116","2005","07","08","Friday",1,"SK",18,0,"P",1.09,893.5,368.13,33,1,10,0,27.23,27,0,46.4296875,1.05,2.12,"3",0,0,0.2,2,179,"1"
"117","2005","07","08","Friday",0,"SO",23,0,"P",1.06,1537.5,876.423333333333,27.31,1.44,7,0,27.57,0,3.26,68.234375,1.05,2.22,"5",40.2999999999996,0,0.333333333333333,1,-192,"0"
"118","2005","07","08","Friday",0,"SO",18,0.54,"P",1,100,124,4,1,16.14,0.092462448,31.33,10.83,0.53,27.51953125,1,1,"3",0,0,0.166666666666667,2,188,"1"
"119","2005","07","08","Friday",0,"SA",25,0,"R",1.06,2098.5,1271.77,10,1.9,9.37,0.638838325,45.62,8.67,7,31.83203125,1.1,2.31,"5",161.56,0,0.333333333333333,1,-163,"0"
"120","2005","07","08","Friday",1,"SM",21,3,"H",1,1981.5,955.26,3,1,21,0.245395851,161,9,3.32,59.578125,1,2,"5",671.78,0,0.133333333333333,2,166,"0"
"121","2005","07","08","Friday",0,"SO",20,2,"P",1,499.5,198.053333333333,5,1,9,0.000528448,1,0,0,55.4453125,1.06,2.29,"3",0,0,0.133333333333333,2,175,"1"
"122","2005","07","08","Friday",0,"SO",17,0,"P",1.11,588.5,486.57,20.11,1.05,2,0.238042976,34.38,4,0.53,56.40625,1.01,2.08,"5",3.15999999999932,0,0.333333333333333,2,174,"1"
"123","2005","07","08","Friday",0,"SD",28,0,"R",1.21,500,496,26,4,12.39,0.043389877,75,11.39,11,50.015625,1.12,2.35,"3",0,0,0.166666666666667,1,-190,"0"
"124","2005","07","08","Friday",160,"SB",18,0.37,"P",1.11,617,434.96,23.53,1.08,32,0,27.71,21,0,76.9375,0.999999999999999,1.58,"5",24.3699999999994,0,0.333333333333333,2,186,"1"
"125","2005","07","08","Friday",0,"SA",30,0,"R",1.1,1382.5,1049.59,22.69,1.59,7.84,0,32.18,4.74,2.95,47.08375,1.03,1.97,"5",163.19,0,0.433333333333333,2,161,"0"
"126","2005","07","08","Friday",100,"SN",26,0,"P",1.07,500,524.93,22,1,5,0.089765755,0,10,6,50.25,1.1,3,"3",0,0,0.133333333333333,2,176,"1"
"127","2005","07","08","Friday",0,"SL",22,5,"P",1,700,1,1,1,33,0.128964513,1,23,4.15,61.296875,2,1,"3",275,1,0.0333333333333333,2,167,"1"
"128","2005","07","08","Friday",0,"SO",17,0,"P",1.15,1034.5,572.92,25.95,1.1,46,0.033422705,40.31,24,0,51.125,1.01,1.98,"5",6.79999999999935,0,0.3,1,-171,"0"
"129","2005","07","08","Friday",0,"SA",20,1,"R",1.04,889.5,572.26,23,1,9.51,0.21843369,43.96,7.41,1.63,45.859375,1.02,2.34,"3",0,0,0.3,1,-183,"0"
"130","2005","07","08","Friday",0,"SO",24,1,"P",1.04,1138.5,458.12,24.43,1.17,9.1,0,19.75,10.57,2.41,44.265625,1.01,2.25,"5",34.0199999999995,0,0.4,2,157,"1"
"131","2005","07","08","Friday",0,"SO",18,0.51,"P",1.03,630,258.59,39,1,24,0.053124871,18.1,19,0.199999999999999,74.8125,1.05,2.02,"3",0,0,0.266666666666667,2,158,"1"
"132","2005","07","08","Friday",0,"SO",20,0,"P",1.06,548.5,196.37,13,2,24,0.134957249,0,12,2,68.65625,1,1.18,"3",0,1,0.133333333333333,1,-169,"0"
"133","2005","07","08","Friday",0,"SC",18,0,"P",1.09,638,281.58,7,1,76,0.106758389,15.9,23,0.84,67.328125,1.03,2.36,"5",5.7899999999993,0,0.266666666666667,2,194,"1"
"134","2005","07","09","Saturday",660,"SA",25,0.94,"P",1.1,1526.5,870.23,18,1.49,3,0.014480763,30.92,11.36,3.23,77.171875,1.01,2.24,"5",38.5499999999996,0,0.366666666666667,1,-198,"0"
"135","2005","07","09","Saturday",0,"SC",20,2,"P",1,6000,1230.09,6,2,29,0.12147477,30,14,2,64.234375,2,0,"3",1950,1,0.0333333333333333,2,213,"1"
"136","2005","07","09","Saturday",0,"SN",21,1,"P",1.08,907.5,583.15,20.4,1.19,2,0.110603439,35.91,2,2,47.3046875,1.13,2.16,"5",22.3799999999994,0,0.3,1,-203,"0"
"137","2005","07","09","Saturday",1,"SD",40,2,"H",1.32,18300,7006,11,2,12.67,0.010960884,0,8.53,4,35.7421875,1.11,4,"3",0,0,0.133333333333333,1,-216,"0"
"138","2005","07","09","Saturday",0,"SC",18,0,"P",1.08,150,1,7,1,11,0,29.36,1,1,53.1015625,1.01,2.01,"3",0,0,0.133333333333333,2,208,"1"
"139","2005","07","09","Saturday",500,"SO",21,2.17,"P",1.27,350,0,25,3,13,0.102890059,0,17,4.14,70.140625,1,1.7,"3",1034,3,0.133333333333333,1,-222,"0"
