"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","na_prop","id","app_id","BAD"
"44","2005","07","05","Tuesday",0,"FT",22,0.89,"R",1.12,746.5,758.14,19.74,1.2,10.29,0.079172628,41.08,6.91,1.29,46.6185546875,1.04,2.02,"5",9.18999999999956,0,0.5,"dm.plus",53,"1"
"45","2005","07","05","Tuesday",600,"SC",22,1.14,"P",1.1,962,646.56,21.58,1.34,13.39,0.045381153,51.69,7.97,2.25,23.234375,1,0,"5",146.15,0,0.366666666666667,"dm.minus",-47,"0"
"46","2005","07","05","Tuesday",0,"SM",38,4,"H",1.28,950,1536.09,18,1,9.31,0,0,5.88,0,57.448515625,1.06,2.2,"3",0,0,0.233333333333333,"dm.minus",-90,"0"
"47","2005","07","05","Tuesday",0,"SL",19,1,"P",1,200,0,1,1,7,0.126737971,35.94,11,0,68.09375,1.05,2.0075,"3",0,0,0.1,"dm.plus",85,"1"
"48","2005","07","05","Tuesday",0,"SO",22,1,"P",1.3,150,0,14,1,30,0,61,11.89,2.98,48.7265625,1,0.94,"3",513,1,0.133333333333333,"dm.minus",-89,"0"
"49","2005","07","05","Tuesday",1,"SO",18,0.29,"P",1.09,524.5,317.22,20.77,1.04,23,0.167880833,32.58,11,0,58.375,1.04,2.21,"5",1.50999999999933,0,0.333333333333333,"dm.plus",62,"0"
"50","2005","07","05","Tuesday",0,"SO",20,0,"P",1.12,516.5,148.3,13,1,53,0,34,12,3,76.234375,1,0,"3",0,0,0.1,"dm.minus",-51,"0"
"51","2005","07","05","Tuesday",140,"FT",17,0.73,"P",1.13,904,454.01,20.04,1.34,23.0966666666667,0,32.19,11.8,0.8,67.78125,1,1,"5",86.33,0,0.366666666666667,"dm.plus",67,"0"
"52","2005","07","05","Tuesday",1,"SC",23,6,"R",1.25,1900,0,30,1,26.625,0.077688828,35.83,10.9333333333333,0,68.328125,1,0,"3",0,0,0.133333333333333,"dm.plus",45,"0"
"53","2005","07","05","Tuesday",800,"SO",23,0,"P",6,1500,1645.3,5,13,76,0,298.38,17,5.28,70.03125,5,0,"3",1454,8,0.1,"dm.minus",-82,"0"
"54","2005","07","05","Tuesday",0,"SO",23,4,"R",1.08,845,385.44,8,1.22,11.64,0,0,7.25,2,59.84375,1.05,3,"5",76.6999999999996,0,0.266666666666667,"dm.plus",64,"0"
"55","2005","07","05","Tuesday",1,"SB",20,2,"P",1.21,867.5,483.37,36,1,17.7,0.160126752,57.12,10,1.82,75.828125,2,0,"3",0,0,0.233333333333333,"dm.minus",-56,"0"
"56","2005","07","05","Tuesday",1,"SL",17,0.66,"R",1.06,571,407.15,19.02,1.24,12.43,0,30.65,9.49,0.48,30.25390625,1.03,2.06,"5",24.6499999999996,0,0.433333333333333,"dm.plus",74,"0"
"57","2005","07","05","Tuesday",800,"SH",20,1.17,"P",1.135,50,293.95,15,1,11,0,1,11,1.845,47.0078125,1,0,"3",42,1,0.133333333333333,"dm.minus",-44,"0"
"58","2005","07","05","Tuesday",0,"SG",20,2,"P",1,750,62,6,1,63,0.006573045,22.84,11,2.57,63.9296875,1,2,"3",354,1,0.0666666666666667,"dm.plus",61,"0"
"59","2005","07","05","Tuesday",0,"SO",30,1.1,"P",1.12,950,682,14,1,37,0.052771707,46.44,24,11,78.921875,1.04,1.92,"3",0,0,0.166666666666667,"dm.plus",70,"1"
"60","2005","07","06","Wednesday",1,"SL",22,0,"P",1.15,1500,0,19,1,93,0.1978847,26.42,19,6,49.640625,1.09,2.25,"3",0,0,0.133333333333333,"dm.plus",106,"0"
"61","2005","07","06","Wednesday",0,"SD",21,0,"R",1.37,860.5,669.17,11,2.01,18.84,0.071086343,635,9.29,2.375,29.73828125,1,2,"5",127.81,0,0.266666666666667,"dm.plus",94,"1"
"62","2005","07","06","Wednesday",1,"SD",29,1,"H",1.29,100,742.46,83,2,15.82,0.367760315,132.85,9.08,0,63.859375,1.16,1.79,"3",0,0,0.233333333333333,"dm.plus",111,"1"
"63","2005","07","06","Wednesday",0,"SO",19,0.745,"P",1.04,437.5,336.82,19.37,1.25,4,0.124969634,38.89,9,2,72.109375,1.02,2.36,"5",15.3399999999993,0,0.333333333333333,"dm.minus",-104,"0"
"64","2005","07","06","Wednesday",0,"SO",18,0.43,"P",1.05,459.5,371.19,25.7,1.08,8,0,41.19,12,0,64.421875,1.03,2.28,"5",8.97999999999932,0,0.333333333333333,"dm.plus",114,"0"
"65","2005","07","06","Wednesday",500,"SO",21,0.92,"R",1.05,513.5,423.63,17.23,1.22,11.35,0.012171984,30.55,7.99,1.03,52.2890625,1.04,2.5,"5",32.5499999999995,0,0.433333333333333,"dm.minus",-118,"0"
"66","2005","07","06","Wednesday",120,"SB",19,0.76,"P",1.12,632,344.33,9,2,57,0,43.03,13,0.95,34.359375,1,1.46,"1",0,1,0.233333333333333,"dm.minus",-120,"0"
"67","2005","07","06","Wednesday",0,"SA",23,0,"R",1.11,626.5,632.39,18.78,1.22,11.18,0.103787895,50.62,5.59,0.99,53.7265625,1.03,2.11,"5",13.5199999999994,0,0.4,"dm.plus",115,"1"
"68","2005","07","06","Wednesday",0,"SA",21,4,"P",1.23,950,1116,11,2,44,0.03876598,45.48,13,3.65,47.0859375,2,1,"3",1320,1,0.1,"dm.plus",116,"1"
"69","2005","07","06","Wednesday",0,"SC",18,0,"P",1.19,100,188.21,9,1,28,0.298273993,0,16,0,48.890625,1,3,"3",6,1,0.0666666666666667,"dm.minus",-99,"0"
"70","2005","07","06","Wednesday",0,"SE",18,0.34,"P",1.08,557.5,454.9,26.91,1.22,10,0,37.25,18,0,86.953125,1.01666666666667,2.33,"5",12.9999999999994,0,0.333333333333333,"dm.minus",-95,"0"
"71","2005","07","06","Wednesday",400,"SB",18,0.79,"P",1,485.5,223.07,1,1.3,5,0.095065985,0,4,0.57,35.953125,1,1,"5",33.8699999999999,0,0.2,"dm.minus",-108,"0"
"72","2005","07","06","Wednesday",0,"SO",23,2,"P",1.11,572,315.61,26,1,6,0.075540484,29.19,1,2,66.71875,1,1,"3",0,0,0.133333333333333,"dm.minus",-101,"0"
"73","2005","07","06","Wednesday",960,"SM",46,1.16,"R",1,950,805,3,3,2,0,82.8,4.08,0,43.2265625,2,1,"3",0,0,0.133333333333333,"dm.plus",96,"0"
"74","2005","07","06","Wednesday",1,"SL",22,4,"R",1.12,350,0,16,1.31,22.66,0.087539523,33.13,12.46,2,48.28125,1.04,2.1,"5",204.06,0,0.266666666666667,"dm.plus",92,"0"
"75","2005","07","06","Wednesday",0,"SB",19,1,"R",1.09,581.5,431.43,17.93,1.14,13.37,0.254084923,58.16,6.21,1.25,71.3125,1.04,2.13,"5",13.7599999999994,0,0.4,"dm.plus",91,"1"
"76","2005","07","06","Wednesday",0,"SE",22,5,"P",2,3900,0,3,1,1,0.056773714,0,12,1,62.484375,3,1,"3",0,0,0,"dm.minus",-102,"0"
"77","2005","07","06","Wednesday",0,"SO",18,0.42,"P",1.1,514,368.66,28.76,1.15,4,0.027053592,34.81,26,0.259999999999999,50.9765625,1.02,2.35,"5",14.2299999999994,0,0.366666666666667,"dm.plus",110,"0"
"78","2005","07","06","Wednesday",0,"SA",20,0,"R",2,772.5,609.69,3,3,13.61,0.615962487,237,6.54,1.445,45.1015625,3,0,"3",363,3,0.166666666666667,"dm.minus",-93,"0"
"79","2005","07","06","Wednesday",0,"SO",16,0,"R",1.08,459.5,440.7,22.9,1.07,12.93,0.274550767,46.4,7.96,0.61,60.7109375,1.05,2.37,"5",23.7499999999994,0,0.4,"dm.minus",-113,"0"
"80","2005","07","06","Wednesday",0,"SO",28,1,"R",1.21,673.5,887.26,24.61,1.3,13.114,0.338373236,62.14,7.83,1.18,65.84375,1,1,"5",65.69,0,0.333333333333333,"dm.plus",117,"1"
"81","2005","07","06","Wednesday",1,"SL",19,1,"P",1.48,500,0,10,2,22,0.099442833,44,9,0,68.78125,2,0,"3",1150,2,0.0333333333333333,"dm.plus",119,"0"
"82","2005","07","07","Thursday",0,"SA",20,1.12,"R",1.1,761,858.265,17.83,1.05,12.5666666666667,0,33.21,7.75,1.3,67.53125,1.01,2.69,"5",23.3399999999994,0,0.433333333333333,"dm.minus",-144,"0"
"83","2005","07","07","Thursday",0,"SO",20,1,"P",1.38,622.5,432.54,18.8833333333333,1.45,15,0,135.33,2,1.6,9.8125,1,1,"5",59.69,0,0.266666666666667,"dm.plus",147,"0"
"84","2005","07","07","Thursday",1,"SN",34,0,"R",1.33,4150,1399.08,13,1,8.17,0.142291978,117.59,8,7,21.40234375,1.17,2.47,"3",0,0,0.233333333333333,"dm.minus",-154,"0"
"85","2005","07","07","Thursday",500,"SO",18,0.69,"P",1,306.5,190.16,5,1.18,13,0.10262367,40,10.82,0.71,26.87109375,1,2,"5",25.9099999999999,0,0.233333333333333,"dm.minus",-138,"0"
"86","2005","07","07","Thursday",0,"FT",22,1.29,"R",1.15,805,1057.43,18.84,1.21,8.68,0.096788399,43.93,6.08,1.25,49.2854296875,1.04,2.49,"5",62.6099999999996,0,0.5,"dm.plus",128,"0"
"87","2005","07","07","Thursday",0,"SO",19,1,"P",1.55,4398.5,2609.64,27.87,2.1,4,0,303.336666666667,16,26,17.1328125,1.28,2.12,"5",210.366666666667,0,0.3,"dm.plus",129,"1"
"88","2005","07","07","Thursday",1,"SC",19,1,"P",1.23,2182,2323.47,20.82,1.76,10,0.378087482,41.3,10.8,10,28.35546875,1.08,4,"5",205.64,0,0.3,"dm.plus",140,"1"
"89","2005","07","07","Thursday",0,"SB",22,3,"P",1,3450,2034.45,2,2,11,0.111979454,25,1,2,53.484375,1,1,"3",3809,2,0.0333333333333333,"dm.plus",141,"1"
"90","2005","07","07","Thursday",560,"FT",18,0.69,"P",1.19,901,920.945,21.91,1.38,2,0.003489353,38.41,9.92,0,53.578125,1.07,2.42,"5",73.0499999999996,0,0.366666666666667,"dm.minus",-153,"0"
"91","2005","07","07","Thursday",0,"SA",17,0,"P",1.12,529.5,622.26,24.25,1.22,37,0.033888234,31.41,12,0,73.25,1.01,2.46,"5",1.19999999999936,0,0.3,"dm.minus",-156,"0"
"92","2005","07","07","Thursday",0,"SG",32,0,"R",1.4,934.5,602.67,25,1,11.28,0.08639102,165,7.16,1.49,48.390625,1,1,"3",0,0,0.233333333333333,"dm.minus",-155,"0"
"93","2005","07","07","Thursday",1,"SH",21,4,"P",1.46,2400,343,16,2,3,0,97,2,1,71.40625,1,0,"3",2388,2,0.0333333333333333,"dm.minus",-123,"0"
"94","2005","07","07","Thursday",0,"SA",23,4,"R",1.16,795,1031.68,18.42,1.13,9.59,0.106779598,42.25,5.37,1.48,54.7578125,1.03,2.42,"5",82.6099999999996,0,0.4,"dm.minus",-150,"0"
"95","2005","07","07","Thursday",1,"SL",25,2,"R",1.13,1546,1123.44,20.03,1.51,10.69,0,29.15,6.59,2.5,43.21875,1.03,2.26,"5",389.98,0,0.4,"dm.minus",-139,"0"
"96","2005","07","07","Thursday",0,"SN",31,1,"R",1.95,200,797.53,12,3,19,0.687744049,147.89,10.39,2.97,20.9296875,3,1,"1",0,1,0.166666666666667,"dm.minus",-133,"0"
"97","2005","07","07","Thursday",1,"SO",29,0.92,"R",1.16,944,1087.25,18.97,1.1,10.14,0.209901922,45.34,5.98,1.16,60.078125,1.04,2.6,"5",14.5599999999994,0,0.433333333333333,"dm.plus",135,"0"
"98","2005","07","07","Thursday",820,"SO",32,1.22,"R",1.22,1700,124,7,1,14.12,0.181158869,0,8.43,1.7,51.0029296875,1.09,3,"3",0,0,0.233333333333333,"dm.minus",-124,"0"
"99","2005","07","07","Thursday",0,"SF",21,1,"P",2,1304.5,540.03,5,2,24,0.263958697,0,19,3,43.3046875,3,0,"3",604,2,0.0666666666666667,"dm.minus",-142,"0"
"100","2005","07","07","Thursday",1,"SD",18,0.6,"P",1.12,845.5,395.545,19.63,1.21,53,0.024618474,32.6,15,2,55.578125,1.02,2.65,"5",9.99999999999939,0,0.333333333333333,"dm.plus",131,"0"
"101","2005","07","07","Thursday",1,"SB",21,0,"P",1,500,496,1,1.49,7,0,50,15,5,63.2265625,2,0,"5",163.15,0,0.0666666666666667,"dm.minus",-145,"0"
"102","2005","07","07","Thursday",0,"SO",23,1,"P",1.1,667.5,899.19,15.99,1.19,13,0.032595161,37.09,9.36,1.62,40.953125,1.04,2.79,"5",10.1999999999994,0,0.366666666666667,"dm.plus",143,"1"
"103","2005","07","07","Thursday",1,"SC",17,0,"P",1.13,2263.5,2430.41,29.76,1.47,19.8,0,32.31,14.72,11,60.0546875,1.04,2.73,"5",162.846666666666,0,0.366666666666667,"dm.minus",-130,"0"
"104","2005","07","07","Thursday",0,"SA",19,0,"P",1.34,150,274.71,9,2,23,0.098250776,50.26,7,3,83.9375,1,1,"3",0,1,0.1,"dm.plus",151,"0"
"105","2005","07","07","Thursday",0,"SA",18,0,"P",1,1025.5,371.85,2,3,59,0.063940404,34.09,12,0,48.0234375,1,1.34,"3",0,2,0.133333333333333,"dm.minus",-148,"0"
"106","2005","07","08","Friday",1,"SB",20,1.6,"P",1.1,1917,1243.74,26.89,1.42,7,0.065083901,34.19,15,15,64.1875,1.04,2.6,"5",104.6,0,0.333333333333333,"dm.plus",162,"0"
"107","2005","07","08","Friday",0,"SM",31,2,"H",1.2,1450,402,10,1.5,1,0,0,7.09,3.5,83.265625,1,1,"5",608.56,0,0.166666666666667,"dm.minus",-164,"0"
"108","2005","07","08","Friday",1,"SK",18,0.13,"P",1.14,753.5,259.985,33,1,8,0,25.74,27,0,46.3359375,1.06,2.24,"3",0,0,0.233333333333333,"dm.minus",-178,"0"
"109","2005","07","08","Friday",0,"SM",40,1,"H",1.28,39100,3596,10,1,14.07,0.034630702,0,8.26,7,48.53125,1,4,"3",1246,1,0.1,"dm.minus",-193,"0"
"110","2005","07","08","Friday",1,"SO",18,0,"P",1.14,615.5,297.64,19.8,1.27,19.6,0,36.03,9.28,0,82.015625,1,0,"5",71.2199999999999,0,0.3,"dm.minus",-165,"0"
"111","2005","07","08","Friday",0,"SC",36,1,"H",1.32,4700,124,17,1.5,25.67,0.027851643,37.78,12,1,80.25,1.07,2.07,"5",303.276666666666,0,0.266666666666667,"dm.plus",180,"0"
"112","2005","07","08","Friday",0,"SC",20,2,"P",1.11,857.5,388.23,29.12,1.25,3,0,46.53,26,2,70.1875,1.04,2.53,"5",132.19,0,0.3,"dm.minus",-195,"0"
"113","2005","07","08","Friday",200,"SB",18,0.49,"P",1.07,432.5,275.93,19.7166666666667,1.15,7,0.044353992,43.54,22,0,31.1640625,1,0,"5",19.1499999999999,0,0.266666666666667,"dm.minus",-168,"0"
"114","2005","07","08","Friday",0,"SA",30,0,"R",1.09,1435.5,976.84,18.91,1.42,7.43,0,20.48,7.53,2.51,44.05326171875,1.06,2.27,"5",108.51,0,0.433333333333333,"dm.plus",160,"1"
"115","2005","07","08","Friday",2,"SC",20,1,"P",1,750,0,2,1,13,0.203831313,271,1,0,72.171875,1,0,"3",0,0,0,"dm.plus",191,"1"
"116","2005","07","08","Friday",1,"SK",18,0,"P",1.15,849.5,291.28,33,1,10,0,18.23,27,0,46.4296875,1.05,2.32,"3",0,0,0.2,"dm.plus",179,"0"
"117","2005","07","08","Friday",0,"SO",23,0,"P",1.08,927,580.75,25.28,1.39,7,0,26.53,0,2.41,68.234375,1.08,2.44,"5",16.6299999999994,0,0.333333333333333,"dm.minus",-192,"0"
"118","2005","07","08","Friday",0,"SO",18,0.49,"P",1,100,124,4,1,15.09,0.092462448,82.43,8.33,0.54,27.51953125,1,1,"3",0,0,0.166666666666667,"dm.plus",188,"0"
"119","2005","07","08","Friday",0,"SA",25,0,"R",1.17,2468,1486.14,10,2.17,11.02,0.638838325,118.25,10.26,7,31.83203125,1.19,2.39,"5",173.86,0,0.333333333333333,"dm.minus",-163,"0"
"120","2005","07","08","Friday",1,"SM",21,3,"H",1,2217,1013.22,3,1,21,0.245395851,161,9,2.63,59.578125,1,2,"5",608.22,0,0.133333333333333,"dm.plus",166,"1"
"121","2005","07","08","Friday",0,"SO",20,2,"P",1,633,166.635,5,1,9,0.000528448,1,0,0,55.4453125,1.05,2.48,"3",0,0,0.133333333333333,"dm.plus",175,"0"
"122","2005","07","08","Friday",0,"SO",17,0,"P",1.08,596,331.52,23.32,1.05,2,0.238042976,38.14,4,0.539999999999999,56.40625,1.04,2.35,"5",4.40999999999936,0,0.333333333333333,"dm.plus",174,"0"
"123","2005","07","08","Friday",0,"SD",28,0,"R",1.12,500,496,26,4,15.36,0.043389877,75,9.75,11,50.015625,1.06,2.38,"3",0,0,0.166666666666667,"dm.minus",-190,"0"
"124","2005","07","08","Friday",160,"SB",18,0.34,"P",1.12,609.5,306.12,26.79,1.1,32,0,27.27,21,0,76.9375,1.01,2.23,"5",20.7199999999995,0,0.333333333333333,"dm.plus",186,"0"
"125","2005","07","08","Friday",0,"SA",30,0,"R",1.09,1435.5,976.84,18.91,1.42,7.43,0,20.48,7.53,2.51,44.05326171875,1.06,2.27,"5",108.51,0,0.433333333333333,"dm.plus",161,"1"
"126","2005","07","08","Friday",100,"SN",26,0,"P",1.09,500,453.45,22,1,5,0.089765755,0,10,6,50.25,1.1,3,"3",0,0,0.133333333333333,"dm.plus",176,"0"
"127","2005","07","08","Friday",0,"SL",22,5,"P",1,700,1,1,1,33,0.128964513,1,23,4.88,61.296875,2,1,"3",275,1,0.0333333333333333,"dm.plus",167,"0"
"128","2005","07","08","Friday",0,"SO",17,0,"P",1.13,582.5,332.16,24.3066666666667,1.02,46,0.033422705,34.73,24,0,51.125,1.01,2.25,"5",45.4999999999994,0,0.3,"dm.minus",-171,"0"
"129","2005","07","08","Friday",0,"SA",20,1,"R",1.06,595.5,321.73,23,1,8.95,0.21843369,29.57,6.77,1.56,45.859375,1.04,2.38,"3",0,0,0.3,"dm.minus",-183,"0"
"130","2005","07","08","Friday",0,"SO",24,1,"P",1.06,966,602.06,24.8,1.47,9.54666666666667,0,25.29,8.71,3.45,44.265625,1.02,2.3,"5",18.5699999999995,0,0.4,"dm.plus",157,"0"
"131","2005","07","08","Friday",0,"SO",18,0.32,"P",1.09,364,265.03,39,1,24,0.053124871,43.9233333333333,19,0.301666666666666,74.8125,1.02,2.2,"3",0,0,0.266666666666667,"dm.plus",158,"0"
"132","2005","07","08","Friday",0,"SO",20,0,"P",1.06,539.166666666667,245.62,13,2,24,0.134957249,0,12,2,68.65625,1,1.28,"3",0,1,0.133333333333333,"dm.minus",-169,"0"
